AGE,EMPLOY,ADDRESS,DEBTINC,CREDDEBT,OTHDEBT,DEFAULTER
1,0,3,18.478619544933352,0.7217255688333098,4.31525236863982,1
1,4,2,14.286362755858308,0.5878962194073547,3.658748789305175,1
3,9,3,20.28934158779918,3.4867079389958944,8.093030201539205,1
1,1,7,21.302594348229174,1.8867924156499607,3.891816043760423,1
1,2,1,15.604219348968307,1.8394725813789616,1.298032657070971,1
1,1,1,7.780736603864811,0.19346441730604613,2.222667933475476,1
1,2,0,15.459726998035478,1.3817694632007504,1.0752376143267952,1
3,15,23,19.08384670726514,13.16007695436034,22.615797390260852,1
2,0,4,12.32816859594456,1.1677134077267786,2.378326436542155,1
1,1,0,4.584231708732257,0.2956154472488171,0.6212308944976342,1
1,5,5,23.131610756360892,3.2918543864657215,4.03127670584778,1
1,2,3,10.302697096957814,1.0247205275552762,1.4881889183628672,1
2,11,3,23.959399611466345,5.250491573034458,7.62169235010177,1
1,1,0,5.947633132517669,0.2536945255988297,0.8229770707823543,1
1,1,0,8.455285707596895,1.1911107165710608,0.5582928561395343,1
2,2,13,16.865945756088177,0.4966357853979855,3.3677858342476625,1
2,2,11,16.755809559693468,2.614349140561978,4.443327035560635,1
1,12,6,16.421639263140413,2.918918036842979,3.830866432313971,1
1,0,0,7.564513293671047,0.36523010804517,0.7356637125175451,1
1,9,6,16.429810725384595,2.9613278785625017,5.305582610427887,1
2,8,1,20.093330963808736,2.5613409158120515,8.00470031391598,1
2,19,14,27.078171986253555,9.772263914782844,7.053081641250168,1
2,11,13,16.720253668209935,5.777326312367729,4.571666384127002,1
1,1,6,13.511665332379124,1.747835868479664,1.6958889778413917,1
1,3,3,25.978900687267892,1.1790040675570952,3.430188114154751,1
1,3,5,25.312955345943827,2.6505792960713457,4.799000270934834,1
1,0,0,8.590153203093767,0.49993802211407384,1.816706824176585,1
1,3,5,5.186442021354702,0.5483050725331391,0.8423731866715232,1
3,23,21,21.887369720929296,18.445942021926328,16.964050087708983,1
2,8,6,14.695767838758828,3.019978231566701,5.441262392227919,1
2,4,18,20.751116569310074,2.1357196295777143,5.202940487250196,1
1,4,3,12.856048936071492,2.121853191785524,1.4545519945759602,1
1,3,1,3.041694103737539,0.27222588049833857,0.889061159547339,1
3,12,14,28.15546892519357,5.42119190609693,14.523711499209934,1
2,8,6,14.599005385010425,3.0827475492856813,5.522378837265407,1
3,1,14,14.575865575621561,1.6125394652926297,1.8560756137128716,1
1,0,0,7.933503312872637,0.3337169243345384,1.1401529815853733,1
1,0,8,13.415033097902587,1.0767880784216133,1.9189481202298833,1
1,1,0,4.577769414673739,0.2951846276449159,0.6203692552898318,1
1,1,2,18.18179055540284,0.3399848054715615,2.7945219720924133,1
3,22,16,23.852108347485274,14.954043940055339,18.955343904476056,1
2,0,10,1.4751858419516082,0.17751858419516084,0.19235420360977795,1
2,23,12,26.676155106558696,13.129104860234888,14.108477879894885,1
3,17,7,14.479911395062487,7.48316006525792,4.66197470314424,1
2,17,13,34.682145286259725,8.702374486735565,12.161094685095495,1
1,2,0,4.5,0.14259770584138237,0.9481582042462404,1
1,1,5,6.347944331533883,0.2726027834233059,0.75,1
3,9,1,14.0181478381775,3.2214358438728112,1.7397357740180315,1
2,12,2,21.05795421476013,2.675710180424352,8.269232830535048,1
2,11,7,24.420115421511152,6.790400088254409,12.548291439315658,1
1,8,6,18.396066245484594,3.660650093859047,4.733812634478516,1
2,10,12,20.001487745518844,5.871077423240239,5.595792669436101,1
1,0,2,11.520994124000678,0.7481015491270943,1.6771972222548657,1
1,0,2,15.695804358833618,1.2770161739127133,1.6412586923499146,1
1,4,2,15.074183866304079,1.189300456832067,2.6470836222751197,1
1,0,5,7.849628896254609,1.493124381214827,3.676438334313993,1
1,6,7,5.012127661609183,0.5090407802605357,0.9102535464214538,1
2,3,14,16.52515959165772,1.7517971136898371,7.239489306695298,1
1,6,5,20.13279900906623,3.5804142955939158,9.562725053762227,1
2,1,13,16.05426446347076,3.2891355285330746,2.9584429703163933,1
2,9,0,9.657887126915456,1.6652532649900929,4.003545553241963,1
2,13,7,16.440916673943097,3.746516813650598,4.215075072036679,1
2,4,3,9.009150074981715,1.9504798400390084,2.3255998000487605,1
2,12,11,26.21615376550597,5.036311754049026,17.622596103441232,1
2,11,3,23.356501401649147,4.955699530600867,8.17080187104828,1
1,6,3,14.104266897975767,5.073027728802559,4.556824783383464,1
1,1,1,2.677884717712639,0.30418962037454556,0.27955359993423506,1
1,6,1,25.2976810037479,3.509595348414213,1.6925911094926194,1
2,3,14,20.00502256415486,1.4101983238056388,3.5821017406633753,1
2,0,4,11.445313643994949,1.309570112300884,2.2489252807522098,1
3,11,18,11.8410861911077,2.40088061942281,3.6177109524181,1
1,4,0,14.910951704491898,2.440641936260906,1.53890482955081,1
2,13,20,14.80360945955929,2.750205074700172,3.6558654623065117,1
1,2,2,30.796362305316073,1.7851126537048374,3.454423130521348,1
1,2,2,6.583745951355957,0.23134283905509043,1.3818729756779786,1
1,0,5,11.373908666277337,1.4329989932437879,2.101439553757701,1
1,0,2,12.473437287408789,0.49700289695586497,2.127443081320518,1
1,3,4,23.98015658517638,1.999453816423667,3.5286764841647593,1
2,3,11,17.609627610462592,1.7324114442736722,4.760490463839178,1
1,0,1,4.163382852423382,0.6249257213649275,0.7868091398681417,1
2,29,9,22.770483198362484,13.602348949261874,16.85597514505644,1
2,11,5,25.054368661852177,7.818478955395073,9.261914849405265,1
2,9,6,8.64482190238649,0.9103908364794213,3.331646598860603,1
1,0,3,13.635980120512206,1.8340223072558632,1.6176178915390147,1
2,2,12,16.99120773817189,0.8117166273469489,3.632373651325108,1
2,8,25,16.35940822784718,5.24284528068078,5.374036461198617,1
1,12,0,8.058518416269214,1.3490916351546587,1.7661071944474667,1
1,2,0,8.149700731726263,0.28,1.3465942972540847,1
1,1,5,20.574392754588512,1.9696502266429827,3.4846745164594424,1
2,3,15,13.795359988236722,2.5884384036466157,6.842180264588488,1
1,2,2,2.4714595922700062,0.21712424463799626,0.43263689488295576,1
1,0,2,15.25243422877901,1.3396085445838006,1.5228157901374186,1
1,0,7,15.760198309162172,0.8887365410681052,2.294855526565408,1
2,0,8,8.145134719336806,0.8647949189172914,0.9826377214143056,1
2,1,10,8.837896916695769,0.32444040497730053,1.176611136674815,1
2,10,0,12.091291894977198,2.6649742226028015,1.664900457191759,1
1,3,4,33.12563617891237,2.7254961672300437,10.60187493459799,1
2,0,5,2.709800031213895,0.2716079987514442,0.28776400561850113,1
1,0,2,11.672504088451273,0.7081580130446643,1.748820114540602,1
1,0,2,18.320375410786134,0.3361126232358406,2.7289931696628154,1
1,0,0,7.988338387789428,0.39421538895356306,1.3929138162204149,1
1,3,2,15.610075442040829,1.6214323996676148,2.1167649396559853,1
3,29,8,22.24106246024882,13.340883573717022,15.717484729612856,1
1,0,0,8.32179550856302,0.3746002642021753,1.5282581770049906,1
1,1,7,16.957449191883605,1.349774912556553,2.726012893495512,1
2,2,11,9.605887955961474,0.1850427371950467,1.4422374232653603,1
2,12,3,22.04085535154994,3.5190140438925352,8.291841307657405,1
1,4,2,14.863843360722255,1.0090085949047902,2.861931424405125,1
1,6,5,20.122852730148306,1.2379535943168334,3.0576175767161016,1
3,15,8,16.106707299906535,5.741333876440438,4.691844507474297,1
1,3,4,24.46897339597053,2.226978066700438,3.7794635970032253,1
1,0,1,27.838561495928012,1.8408178496034826,2.8432018699100152,1
1,4,3,15.260310989542784,1.7362452196295446,3.542355327427928,1
2,0,10,1.5376075750357976,0.18376075750357976,0.19586542609576363,1
2,12,12,16.192074950973893,5.4203630764807285,4.529025956857025,1
1,2,2,16.336490634913236,0.857219825293975,2.320916492116027,1
1,0,0,12.591270376547092,1.3728838298370736,1.7563756792182363,1
2,10,12,27.260369380445592,2.574736577946,16.48802286067002,1
1,4,1,18.644668360413853,2.7490230949696928,2.172898706751341,1
1,0,6,5.843053047643503,0.3344424381148027,0.7930530476435034,1
3,16,15,11.671297073828203,5.8730820486141875,4.133937469946803,1
2,13,19,15.16293442708143,3.267397871348589,3.774054098957001,1
2,11,3,23.623578131498927,5.247347319596827,8.1462308119021,1
1,3,5,5.393338793973053,0.5464241927820632,0.8893951804484211,1
1,1,4,2.513255655270811,0.45469773789167567,0.5639023985754269,1
1,0,11,2.5401716275656976,0.3133059418202429,0.17171551162546927,1
1,4,1,14.235861855145025,0.5685049809363409,3.421058180435666,1
1,1,0,5.2269869188271745,0.28282810516554346,0.7159888874551087,1
1,4,5,23.563725316024943,2.633710672515859,3.775331928200612,1
1,0,0,4.17495173429491,0.685475389941193,0.6154174710950848,1
2,1,13,16.536493431452747,1.4296252166801902,2.8273343799400554,1
1,2,0,9.417560557367043,0.22824394426329575,1.6213177563004972,1
2,9,0,10.094984748041394,1.133087654721605,4.118719271243731,1
1,3,3,28.884476225529564,2.6105311092448065,3.400866642129304,1
1,4,3,22.787657118455012,1.806708564921336,2.5425922111197714,1
2,5,6,6.125892411294985,0.5821683546084281,1.0653889255195321,1
1,2,4,11.397105821225232,0.14074852689266876,1.6255489040700133,1
1,5,5,23.1,3.1938718980027314,3.8937940978649888,1
2,15,25,17.623688373347015,15.615799346771183,22.916870652201926,1
1,0,1,27.50166978241255,2.0343334223546443,2.666222281569763,1
2,7,5,15.00718916253383,0.7916009913562453,6.745131471729851,1
1,4,3,20.12780367507273,2.651625308262612,5.425755757350279,1
1,1,1,9.217229243647486,0.9307800084204422,0.6725843865471229,1
1,4,2,15.382825435357237,1.4538503731633454,2.33182830531368,1
2,0,5,2.511635967867913,0.27953456128528353,0.25209447421622433,1
1,4,2,23.953444980090897,2.5189518440235075,2.1864517355753015,1
1,0,3,18.61544356756798,0.870270165765862,3.210003866663106,1
3,12,22,6.702640620870446,2.1346385724091848,2.609981310383822,1
2,2,12,15.150864063019622,3.7088676787495847,3.13861813071583,1
1,0,0,8.066048562101896,0.3440259992745919,1.259443705891706,1
2,9,5,20.97588153642285,4.5031557888677405,8.328654385796593,1
1,2,1,6.747014208760777,0.5131374814525805,1.434364919198816,1
2,16,10,19.725380092383634,7.802152556921212,13.861623757510575,1
2,3,12,22.09484840159983,0.6635605019997863,3.8879654274286937,1
1,5,5,22.53219345990489,3.2282130874187747,4.333903270047556,1
1,3,3,11.175553276476773,1.56926229803097,1.0130348339275468,1
1,3,4,25.584100843560357,3.1809669286693203,4.825690759204322,1
1,1,4,6.4018989715998655,0.27303835455978454,0.7554120690596162,1
1,4,3,14.669905858470859,1.2447137826313457,4.186120555397431,1
1,0,1,12.574403617158556,0.8359768197872883,1.9986331273987425,1
1,6,5,22.36216277044859,2.8190421985288525,3.8040542568161966,1
2,3,11,16.927357167797584,1.7250232211443361,4.766460742967224,1
1,3,4,25.65845439536214,2.7633478127159865,4.892608955825924,1
1,0,2,18.772571476658708,0.4717714429976132,2.854603187960753,1
1,1,2,31.24082866859991,1.6836983019487244,5.594290127746188,1
1,0,2,11.674041825429352,0.7077526096595342,1.7495470447484216,1
2,5,18,20.587279952562888,2.2135420225326277,5.321722034391906,1
1,2,3,25.151561934417966,5.495754434163144,4.208501990848759,1
2,13,2,21.631320117289473,2.871762174911919,8.057914010706657,1
1,0,3,18.64737381377607,0.6666282354588358,3.9914501719363287,1
2,0,15,14.965291493221548,1.8676099050035675,1.3994170135569033,1
1,4,4,5.128019840412245,0.5596014880309184,0.9984307526389793,1
3,0,26,27.688069450555922,3.1877576726009202,5.207759924970738,1
2,0,5,2.6946008393670815,0.27221596642531676,0.2850281510860747,1
1,1,1,6.818424007516507,0.27837435227795526,1.503763817379979,1
1,4,3,12.47569441886459,3.262916743406233,1.050425320043626,1
2,4,12,16.107882634284373,1.713278548107755,4.020331384517216,1
1,0,8,7.333647269783004,0.7147980901975594,0.9763862727518082,1
2,0,8,8.09500619670508,0.8830210687972737,1.0533965150251559,1
1,2,8,5.769149994287422,0.36297178216432624,0.997902856489991,1
1,1,2,17.914687577624658,0.5684528261450696,2.298750310498629,1
1,3,5,10.036325575660403,0.866114887333947,1.575771395148114,1
1,4,2,4.368575299449865,0.44546634340650404,1.2137150598899729,1
2,16,12,26.513578456603874,9.071016934094425,7.426483790981006,1
1,0,3,3.2957980908329243,0.5097850544811362,0.4320260727035765,1
2,1,13,16.067251845607704,3.1190008225390797,2.8623363425029917,1
1,5,5,18.93426066480695,4.415651098105977,14.78134266075457,1
2,3,13,18.783158087451696,1.5387789155704699,3.845136691787676,1
1,0,6,12.41557278580817,1.5957923628558912,1.3899451057380696,1
3,2,13,17.109774037011988,0.4794146523230725,3.047427173585319,1
1,4,3,12.804463756237935,2.2766087312861956,1.3997427410028058,1
2,2,14,16.52302350400666,1.6711444987771973,7.071346156728097,1
1,2,4,2.4450471117676265,0.2690094223535253,0.6291749288033774,1
1,4,3,15.264918300824027,1.7349398147665258,3.522927831525356,1
1,5,5,23.1,3.1771710649995346,3.8759414832753647,1
1,6,7,5.556189516317702,0.499128101757291,0.7016039082843719,1
1,2,4,11.19901392792693,0.3836536131420847,4.3134816313742865,1
1,1,3,13.642709149741881,1.8527374029729762,1.5028880868721521,1
2,0,17,13.400827673393309,1.6730108536301858,0.8807087272866914,1
2,10,24,15.8780984543726,4.374395037237517,4.767167616382843,1
2,0,6,2.8337048312052078,0.2820224535224558,0.3005613380613951,1
1,3,3,28.26450094287801,1.0279351620285957,3.775974575704897,1
2,3,2,27.842132089210065,1.2099630293387418,3.164637832165913,1
1,6,7,4.881710980907419,0.4456342196181484,0.4627236993635806,1
1,0,4,18.898791833987,1.088991310471562,4.847325074112946,1
2,0,15,14.241860231597343,1.4387515545687006,1.4391798048849314,1
2,15,24,17.705753414834472,15.012305657063438,22.28244475454891,1
1,0,6,7.813357029012578,1.5080142174075468,3.7059741835048303,1
2,0,17,12.925384800847766,1.5773279157002351,0.7532268172838363,1
1,0,2,26.385968671087852,2.0024562477453673,2.6449708318302445,1
3,27,10,25.23981669997257,14.46286240558525,17.19258715705866,1
3,28,16,25.524640519290998,19.444285420854715,13.038466215641588,1
2,3,2,28.38394687024449,0.9464440221992714,3.580850095778721,1
2,7,11,30.623005851025788,2.990480723399552,9.744408266033734,1
1,1,2,18.37424424868145,0.4458343367747978,2.958107611379233,1
2,3,11,21.816901003378135,0.3161262542226704,4.086499283301331,1
2,3,2,28.00972321504036,1.1284527999576426,3.293378287917368,1
3,17,8,12.873787198309152,8.685243643765494,4.769886172613604,1
2,4,0,18.56671157965665,3.3561161348482242,2.743322105085837,1
2,6,19,19.441136486964204,2.563411403726316,5.61772547180463,1
1,2,0,4.5,0.27109642800795425,0.653367018099399,1
1,0,0,12.697729271046516,1.4094411103663003,1.7643143850116192,1
1,4,3,12.825071486404699,2.214785540785903,1.4216384543049927,1
2,4,12,16.21982951781812,1.6622027824954826,4.073855988206789,1
1,5,7,19.811881791626806,5.230180759473314,3.9581303992346983,1
1,0,2,18.87649475064458,0.5546599737752999,2.841814238821387,1
1,0,5,12.345552788518756,1.4210972540791924,1.6818370797569728,1
3,10,18,11.63172370524878,2.2764946719419226,3.605395512073458,1
1,4,3,15.350021259058295,1.7108273099334828,3.164077024304186,1
2,10,12,20.733559213287982,6.065741881715215,5.762172548474542,1
1,1,3,13.387642362523925,1.6463651842239033,1.556220233290452,1
1,0,3,3.2571408776536748,0.47714118557421414,0.419999384158921,1
1,0,8,17.03429956409473,1.2453913722964116,2.7384637907654703,1
3,7,9,6.167078751555835,0.3493147099410303,4.196796437848162,1
3,25,11,26.37495663409808,14.586392339593026,17.19926445078881,1
1,0,2,16.103646342406947,0.3372593540595392,2.08732601556824,1
1,2,2,16.37590306136611,1.7369878826707639,1.8772290815901667,1
2,8,4,13.851791894340693,1.3698535594972652,2.7358882247816463,1
2,13,20,14.58634383205267,2.706180197547515,3.651291449095846,1
1,6,6,21.54141365998479,4.393226526737552,3.898864354907616,1
1,3,5,5.007738724268769,0.549929647961193,0.8017588009701749,1
2,5,18,20.136149007153275,2.494246129864053,5.624439103451193,1
1,6,5,20.12307285779934,3.5636853154148644,9.612328425223367,1
3,29,17,25.232465578362017,20.365685050468894,12.236557068342595,1
1,4,6,3.616983748093432,0.47369565506722383,0.594932072993164,1
2,1,14,13.867082451356527,2.643456542804731,2.1482182295758414,1
2,13,10,17.230203146436917,5.332484191209844,7.310073315876909,1
1,0,2,18.525511616016814,0.6631104799789841,3.8650884862385984,1
1,6,1,5.48313713761538,0.5758431431192309,0.9876868844000243,1
1,3,3,29.53258873285767,2.6108106073436925,3.8011826763574854,1
2,0,15,15.08634812264877,1.897740255257082,1.4058954551702347,1
1,3,2,15.796674232714562,1.2775574854260228,2.2420526991083483,1
3,15,18,12.81569952293015,2.9799155989173243,3.675041148407656,1
1,1,0,5.998762594498175,0.24438944864436335,0.893523264793086,1
1,9,6,4.43547459777143,0.3955656752785713,0.8860858118035717,1
3,12,0,8.90389392175877,1.2493827622858003,3.811292373100435,1
1,4,4,5.443809892769812,0.719202521618491,0.9331429678309437,1
2,10,1,12.654448636801092,4.497221947079547,0.8594060579861881,1
1,1,1,31.66857408267234,2.125097244470239,3.372542024891984,1
1,5,5,19.858365611185086,3.9007435201065057,4.850619734753675,1
1,3,5,5.0855081006614835,0.5492226536303502,0.8194336592412462,1
1,0,2,18.594878961533233,0.5764012980834583,3.1991619692809605,1
1,2,3,11.417926032176517,1.2675179340063285,1.2364809500945866,1
1,1,3,13.46797788542172,1.7113639254775732,1.5394228057754586,1
1,4,5,5.649465087118232,0.5685561453462352,0.9530881991064403,1
1,0,1,8.845236191856836,0.578807049413887,2.490715770351668,1
2,1,14,16.174481992117222,2.5149673185245316,3.4951634073773414,1
1,3,6,22.98963450897198,3.4069935557612068,12.219152735898923,1
1,0,2,18.818691530327552,0.5604112511969163,3.244504927771863,1
2,1,14,14.915794660158006,1.4966853883130662,1.8092748058004802,1
2,3,14,19.821119649768907,1.4238596831600239,3.5679149444107443,1
2,0,6,2.4196798612670785,0.27196798612670786,0.24548199219627315,1
2,5,0,16.089118310574708,3.116618543894349,1.8133092719471744,1
1,0,0,8.46134151959358,0.22278035297541043,2.2960982351229475,1
3,2,27,22.151619220971178,5.187561677942307,5.928453015201165,1
2,7,5,14.39909272503102,0.41372648581989135,7.7547090061652195,1
1,0,7,27.865075286155594,4.471907191833257,16.966337604005254,1
2,12,3,21.25930319690443,2.770140831241232,8.35276501278301,1
3,12,12,25.234277066846428,2.3903998219076628,20.54564513191775,1
1,6,7,4.903512080507319,0.502704871362927,0.8930560794136588,1
1,3,2,29.428288679169018,1.2518431382066992,3.5828545321596432,1
1,3,3,28.981432772384352,2.6710932905204614,3.442931302049831,1
1,3,5,5.165458580213881,0.5484958310889647,0.8376042227758821,1
